197.66666666666666;308.5;10.0
1.0
10.0
-1
47
4
928.0;440.7142857142857;-1.0;0.0;0
928.0;154.25;-1.0;0.0;1
928.0;308.5;-1.0;0.0;0
1128.0;440.7142857142857;-1.0;0.0;0
1128.0;154.25;-1.0;0.0;0
1528.0;154.25;-1.0;0.0;0
1528.0;440.7142857142857;-1.0;0.0;0
1528.0;308.5;-1.0;0.0;0
1728.0;440.7142857142857;-1.0;0.0;1
1728.0;308.5;-1.0;0.0;0
1928.0;154.25;-1.0;0.0;1
1928.0;308.5;-1.0;0.0;0
2128.0;440.7142857142857;-1.0;0.0;0
2328.0;308.5;-1.0;0.0;1
2328.0;154.25;-1.0;0.0;1
2528.0;154.25;-1.0;0.0;1
2528.0;440.7142857142857;-1.0;0.0;1
2528.0;308.5;-1.0;0.0;0
3128.0;440.7142857142857;-1.0;0.0;0
3328.0;440.7142857142857;-1.0;0.0;1
3328.0;154.25;-1.0;0.0;1
3528.0;440.7142857142857;-1.0;0.0;1
3728.0;308.5;-1.0;0.0;0
3928.0;308.5;-1.0;0.0;1
4328.0;308.5;-1.0;0.0;1
4328.0;440.7142857142857;-1.0;0.0;0
4328.0;154.25;-1.0;0.0;0
4528.0;308.5;-1.0;0.0;1
4728.0;154.25;-1.0;0.0;0
4728.0;308.5;-1.0;0.0;0
4928.0;308.5;-1.0;0.0;0
4928.0;440.7142857142857;-1.0;0.0;1
5128.0;440.7142857142857;-1.0;0.0;1
5128.0;308.5;-1.0;0.0;0
5328.0;440.7142857142857;-1.0;0.0;0
5928.0;308.5;-1.0;0.0;1
5928.0;440.7142857142857;-1.0;0.0;1
5928.0;154.25;-1.0;0.0;1
6128.0;154.25;-1.0;0.0;1
6128.0;440.7142857142857;-1.0;0.0;1
6128.0;308.5;-1.0;0.0;1
6328.0;308.5;-1.0;0.0;1
6528.0;154.25;-1.0;0.0;1
6528.0;440.7142857142857;-1.0;0.0;1
6528.0;308.5;-1.0;0.0;1
6728.0;154.25;-1.0;0.0;0
6728.0;440.7142857142857;-1.0;0.0;0
790.6666666666666;94.92307692307692
790.6666666666666;246.8
395.3333333333333;308.5
395.3333333333333;474.6153846153846
